sentiment,text_clean
0,
0,trying find way car however tom tom wrong wrong made walk twice long long
0,lost bunch stuff
0,want update account hello night
4,cool summer moment hope better australia
4,glad could help
4,
0,rest life wat else new
4,make money bit please look
4,thanks friend getting late ticket happy party mad
0,working
4,soon wait
0,cold long tomorrow
0,cos feel monday
4,smoke feel much better
4,eating soup
4,open public
4,still though morning
0,rain
0,also think might caught cold damn office
4,hate strong word really really really anybody song hate plain white
4,nice meet cat lady
0,music video unfortunately available japan
0,find bit
0,much must cook better food tomorrow
0,cat lost
0,stop thinking since yesterday thought
0,bad thinking
0,
4,love
4,getting quite excited tonight
4,people might people hanging knowing somebody thinking
0,wide awake
4,still want personal try best make perfect happy make right
0,thanks much week cancer
4,watching without havent watched missing guy cute
4,vacation
0,exam glad saw nice
0,special check made feel
0,lost please help find home
0,think play around account soon
4,true mum next wednesday week apart free
0,brain bath water way hot
0,left
0,want
4,help help
0,ugh early eat yummy food breakfast great first diet
0,home great
0,confused
0,broken days
4,hope shift goes quickly looking forward evening
4,much better sick mother make clean
4,need tweet
4,nobody tan fit white people really well
4,plenty cream market yesterday
4,yes exactly
0,still need sleep tired really hate chemistry
0,yeah damn
4,awesome happy hear long take care fun
4,yep nice see
0,page fine loading tired
4,
4,hope weekend great
0,
4,working hungry think ill rain
0,went watch drag hell funny scary made jump work slept
0,bit depressed weather next days rainy cloudy
4,cute true course
0,apparently follow twice
4,watched yesterday night
4,wont forget well counting days
0,tired may late movie
0,nothing mine either
4,meet
0,flight two half
0,hate
0,saw could tell cut though
4,rush school rock yes
0,didnt add babe sent
0,really needs umbrella
4,except paper
4,hurt
0,staff conference bit sun shining stuck
0,work tiring sit listen non stop
0,still feel bad whole situation
4,come
4,nick
4,
0,need twice much thought exam
0,wat rain
0,tomorrow girl
0,
0,definitely trouble getting getting work morning must weather
4,totally love pretty woman hey weekend post worth watching wat say
4,days
0,damn show music listen new song
4,game ready game think saw player say mother
4,pretty bit perhaps think extra
4,blast event miss america quick stop bay ocean
0,anyone size foot
4,hey whats glad checked
0,could stuff
4,miss already cant wait come
0,would love drop birmingham flash stuff work sat way
0,tired nothing
4,idea want try
4,two ton low
0,teacher bag aswell
4,come visit need vacation school work wont home visit fall
0,
4,limit story tell annoying help stress
4,look forward soon mean happen last team
0,wish could come
4,done school summer song right
0,stupid doctor
4,sing
0,fell whole body
4,fun
0,might shut alarm right sleep
4,town
0,hospital thing goes well
4,joe welcome glad came catch
0,even
0,school senior track meet
0,latest version tried morning wasnt yet
4,work dinner tomorrow
0,stupid ankle
4,thanks
0,hate
0,
0,monday japan
0,ugh feeling sick wishing something nice
4,watch favorite movie twilight love robert
0,tired think burnt
4,
0,really really hope goes soon hopefully make way
4,happy sunday
0,find put
4,fly great
4,someone apartment last night nothing missing little tired
4,buddy
4,welcome babe kill show
0,tired sleep sure
0,help
0,thursday new weekend wait
0,read tour coming looking forward
4,weird
0,course tho
4,hey finally able late
0,trouble sleeping think kept sleep lately
0,new harry potter movie sad turn head
0,knew
0,ear
0,gym ass
4,
4,pic silly name video site awesome
4,love
4,yep
4,tattoo foot boy hurt
4,
0,sorry yeah safe side
0,pain come come eat
0,woke happy except still wet
0,tonight nights hard fall asleep alone quiet guess
0,tired school
0,hate talk
0,blast would rather giving talk
0,trying figure whole twitter thing
4,almost
4,looking better
4,wait fail math exam
4,enjoying last may
4,love rent wait thursday
4,wow lots interesting stuff twitter work warm
0,course least bit hope
4,fun hanging love
0,really want home
0,outside without umbrella
0,little
4,hey hope fun love peace jonas
0,office radio hit low heart
0,tonight
4,pretty lame tomorrow great wake cash check food
4,thing happening burn ready
0,sound fun poor hopefully next better
0,fail photo light
4,least
0,another beautiful shame stuck office
0,dont
0,thing long bad
4,
4,worked forgot much love group exercise classes feel super
0,world people unfortunately
0,ear rip face foot
0,thought everything believe times call cat
0,early bit
4,voting teen choice
0,twitter used much used lot yet
4,july birthday fun
4,yeah vote right direct link cause went find
0,absolutely anyway came welcome gone
0,sad left even hard need help
0,interesting drive safe luck bed text
0,home
4,love race morning great
0,
0,yet yeah last ever try learn spare something since love
0,hate something better
4,course love count
4,never thought fall hard since never still falling love potter
4,wow nothing less fun fun fun
0,saw something supposed see pain put happy face
0,sorry seeing coming end life
4,long feeling
0,change thing well maybe heading mad
0,damn thats done much getting story
4,hey nick read chat took picture
4,shower
0,month really hurt
0,awesome cannot everyone see way round
4,enjoying much fun
4,yeah really cool actually
0,
4,follow cool people try make doctor
4,
0,weather
0,truck yet getting nervous
0,damn fell asleep sorry checked video maybe next paint watch
0,fair west last watch
4,nope home enjoying last days miss home food
0,think mommy
4,telling night
0,feeling guilty missing dinner still feel crap cold
4,received news
4,please share favorite dog bit
0,computer damn slow days fun
0,wish could spell better still trouble spelling spell
4,
4,sister work text
4,hilarious
4,happy always fresh
4,kiss boy may hot inside ugly aint enough
0,around dont
4,still getting face
4,sure sure would use maybe thanks
4,well said
4,saturday enjoy
4,welcome twitter hope music well
0,wish knew fix broken
0,woke wanting sleep
0,hour free place tomorrow
4,brilliant enjoy somewhere around next friday bell
0,crap report
0,missing already
4,let goes late night person well least
4,didnt ill look later thanks
4,every
4,welcome
4,welcome life
4,welcome
0,want
4,hopefully sell something
4,gaming read
4,glad finally next week see
4,
4,spent card bag work
0,watching season supernatural throat think getting sick think ear infection
0,home school
0,knowing bitch sorry
0,sad
4,cooking dinner tonight
4,think awesome want
4,
4,
0,fun watching national lame broke sad
4,hope
4,lot
4,chris
4,enjoy make look sexy model
0,jon said
0,city store sold waiting load
0,yep
0,enjoying sun work
0,waiting star trek missing days could talk movie
4,thought crap
4,yeah dumb
4,thanks hope
4,name place aswell wish america plus boring
4,late night plane return weekend told dirty joke friday dinner
0,summer
0,sorry shipping either
4,little bear
0,really sarah broke final month ago already someone else think falling
0,knew looking lame looking
0,wow
4,anniversary class cat birthday
0,sick fire
0,wait touch coming
4,finished cleaning kitchen living room clean relax bit watch
4,fantastic tho bought shall pair
0,hungry would say food alas left wonderful country corn
4,pick weekend
0,since dont sleep late hate
0,hate tummy
0,morning miss
4,leave school love start
4,trash hell neighbor
0,days throat
4,picture drew
0,enough room
4,wow another boy
0,
4,watching big bang loving
4,sad give little head
4,leaving house wit mommy
0,miss
4,blast never knew
0,sad
4,tomorrow almost japan excited
0,nope
0,wow weather channel hot
4,love hate especially
4,ordered always great experience keep kick ass work man
0,morning reply reply someone reply anyone
0,nothing still face
4,wild river country best awesome
4,chill wit
0,admit cannot tell picture guess alice age
4,ready see movie wait see movie
4,care anyone hot
0,another loser lost game
0,happy father bad dont dad
0,damn wish stuck instead office
4,saw pic look really old gorgeous
4,japan holiday great thanks whilst
4,almost ready work white tank top cute orange
0,chat past days
0,woke start please someone save hehe
0,believe
0,show might strange paint
4,thank getting excited writing interesting
0,see hear invite sale
0,want read class law
4,twitter
4,come visit sometime
4,right
0,want sleep need work way
0,cut round short
4,cos getting taking bag small taking home
4,cool love
4,luck
4,start
4,sat outside sun
4,love song
4,hate remember see tomorrow
0,wait earth science wait wouldnt living math
0,miss much idea
4,hey love
0,cant sleep
0,fell short target
0,girl birthday come celebrate days well live
0,watched
0,
0,awake lunch
0,love new moon trailer wait till november see movie
0,even though fun cut keep cold night boo
0,
0,grr power cut
0,officially pick new tomorrow
4,miss phone
4,listen love listen new music
4,stop burning drive fall boy nice
4,cold right fun awesome times row
0,seeing beat bunch old white smile
4,bit keep voting minute left vote twitter
4,lazy sunday love lazy days
0,dont yet stay home taking life right
0,twitter still thing fully loading still hurting body
0,stayed longer sleep
0,working month end really hate month end
4,baby talking thanks later love
4,thought grass
0,gosh hope better posted yea wish best
4,thought course could movie
4,thank
4,yes finally made nice thank much
0,hate house much outside
0,main issue seen
0,god add weird contact box add friend option
0,agreed ill hardly breath sleep dont airport
4,see fall asleep tonight
4,home
0,morning world gym baby work boo
0,need home feeling may west
0,miss already
4,useless complete bag hope child support
4,love word much
0,worse headache must homework
0,still
4,yeah film
0,cant picture
0,already way
0,officially world cup
0,nope
4,character even plan
4,cereal everything better
4,set vacation thing something take vacation
0,stop
4,sister school till sent give
0,however love demi hate demi supposed gay
4,morning ready world left love travel
4,make laugh would come
0,suck tell buy
4,loving picture
0,ugh ugh
0,missing right
0,last
4,new cat
4,tired burning wait bed great right
4,morning safe trip tomorrow enjoy wait see
0,still milk tea
0,stuck tech lovely outside depressed great far
0,listening music box could still sing
0,sunday tomorrow last
4,
4,definitely
0,much heading bed air
4,come tour please please please come
0,well made damn keep really start gave
0,
0,show worked late something went play prob make
0,video working
0,single bit went shopping bought pair nothing caught eye
4,awesome laugh morning
0,big bang season
0,sweet love college bad move
4,light feed phone battery sorry forgot hungry
4,blast mac
4,another past bit
4,lose joke less
4,
4,running could running around room
4,
4,watching another video photography
4,nice lunch
0,still tired last night watched bit cheese
0,woke drunk feel
0,well want hot tub
0,see never taken conversation sorry
4,picture nice
4,morning thanks
0,head
0,classes near want school yet
0,art
4,another hit song flu
0,always see never chance
4,thank god friday
0,august sound old
4,waiting office hear teeth
4,awesome
0,small group neighbor hubby went early make home home prob
0,poor monkey must sore bottom
0,twitter dying summer
4,thank
4,running store buy puppy make best puppy say
0,picture johnny
4,babe sleep sure
0,really better yesterday
0,brought new name boat baseball pretty cool rainy though
4,heading
0,yeah piss unfortunately seen funny
0,feel late crash times
4,great job people much smart dude
4,follow
4,morning
4,site really great love keyboard
0,baby lost first top cry
4,couch
4,jealous look pic morning
0,sad times
0,tom
4,rain soon put bed ready
4,love summer
4,voice yes talent yes still needs work though
4,cool tonight first
0,seeing last night left right without saying bye terrible friend
0,kiss
0,cheese pub closed instead
0,biggest headache
0,still figure twitter crap works wow feel old
0,practice want work morning
4,pop tonite need
4,excited home soon month
0,blame dead something used unfortunately
4,want red
4,true stopped went far
4,nice review preview first list
4,morning favorite weather cause either pants supposed
4,tattoo miss also
0,worried really fighting saw rob side
0,morning wishing luck new class nights week
4,sorry giving possible sexy awesome
4,
0,could honestly take nap right many want done
4,song better lead massive album talking pay
4,must clean laundry case sweet comes town
0,listening wish
0,yesterday way much happy father dad
0,far yet
0,wat wit
0,aint funny sad
4,great
0,
4,party tired wow amazing totally love
4,ate
0,sadly nothing safe
4,nice follow share similar along poor
4,indeed fun
0,sleep last night work
0,friday
4,people talk much want home
4,ice cream hot cool
0,looking forward november away though
4,think understand
0,taste
4,first come near tell stay away
0,yes meant
0,poor thing still house kitty
0,men baby air said sad
0,hearing
0,next hope goes well
0,hour nap still tired possible addicted sleep english project group answer
0,ever want something bad never ugh
4,holiday two something productive really
4,getting usual fun
0,first came early morning
0,little sunshine dog needs serious attention right energy give
0,friend party tomorrow evening sense rest
4,trying find new place stay
0,swine flu australia hard getting
0,afraid june gotten never said yes
4,
0,plan must sell something need right guitar
0,past days finally working
0,homework
0,damn hour early school could stay home first lesson
4,worse mind lots empty space lots thanks
4,yep yep drew amazing
4,love
4,went session interview call well new job monday
4,friend love work love work many
4,
4,last win turned driver without
0,money worth
0,god think exhausted catching something weekend
0,exam tomorrow everyone else
4,saturday
0,low tea city sad island
0,extremely totally pound head door major headache neck sore
4,near anyone thinking bet
0,week
0,losing
4,cream room
4,evil
4,clean house exciting jealous
4,hubby cam cam
0,ready home
0,big fan
4,happy biggest blast love
0,forgot morning
0,bed
4,blanket big enough
4,chill
4,number tell delete post
0,feeling really lonely help boo
0,recommend article would silly might
0,bed work
0,love bad usually turn looking post
4,waiting pic
0,way life could type properly
0,weekend would
0,sorry
0,honey
4,write stuff sad read full
4,home cake made home tired shout
0,hair blonde move orange
4,amazing much fun went see
0,wont work
4,japanese
0,never thing
0,creepy creepy
4,following looking forward
0,horrible spanish science within wish would put
0,sun shining mean cry
0,want new phone front broken much
0,hate drunk men especially stuck bus
4,monday sun warm would early take kids swimming best part summer
4,problem let
0,stupid neighbor yard work sleep
4,swear mood exactly right
0,cold tomorrow early morning
0,hey miss miss
0,cant wait soon please say soon boy though
0,broke hard trying find new quite happy little
4,sir
4,perhaps standing across
0,need study bit
4,think join dark side
0,dad giving sad
4,buy
4,another great blip
0,dad
4,lost dont
0,friend tour bus ran mac cell cash
0,want chocolate shop sell
0,cant wait till sadly cause wont
4,park come visit also bike feeling great riding feel death
0,list wine may many little
0,nice cake damn well hope great birthday though
4,could keep
0,red light message sad look
0,woke still feeling blah stomach virus
0,something burning outside
0,happy birthday bad
4,waiting clothes dry pass dancing loser laundry thing
0,need try bad anywhere near
4,morning
0,want pool
4,nice box would idea body wash box next
4,knee strange reason least break anything
0,
4,finished watching meet blip
4,believe used
4,kind summer made
4,lovely hope week
0,way last well see days miss
0,early stomach ache
0,damn dad went car battery dead walking home fire beer
0,missing missing wish sigh
0,look wait
0,team cos
4,right tonite
4,king
4,add everyone train pay vip
4,party fun bed night
4,really
0,already stuff watching
0,bring take home drank
4,home listening old random
4,theme name game even mean
4,tell gave candy game
0,conference call boring
0,wrong
4,love page
4,coming home far
4,world wait sleep bed definitely way sleeping longer
4,right moving away computer nice sat
4,well wait second
0,really design finding thought easy well
0,kids worst restaurant tonight usually
0,miss
4,watched drag hell pretty
4,saw
0,god damn sports right baseball wait free training
0,still happy dance little sad leaving first real home
4,road test may
4,bugger heading north worry
4,believe drag along idea might well guess
4,dancing hard cool
0,hell work ended badly whole went
0,
4,many right
0,work birthday party many nice pub work
0,
4,killing brought many times night
4,
0,gosh connection really
0,tomorrow school wait see something school hate
4,dont feel bad work follower
4,trying enjoy vacation present schedule
4,big
4,wow
4,hosting funny
0,hot gym train morning always full
0,enjoying sunshine blue laundry calling
4,game year dead space
4,especially diet still love try project see
0,three killer headache
0,everyone cant cousin coming
4,real dog twitter follow real dog twitter account follow
0,remember fail future background
0,head hope nothing bad
4,understand love language
4,listening
0,feel
4,might idea
0,way room
4,new
0,ouch sorry dude take easy feel better soon
0,hate place
4,
4,
4,great
4,many happening week cant wait till next week
4,nice
4,thanks great
4,life wife house wait vacation
4,watch tonight great series love baseball feel
4,
4,thursday
0,dude goes faster think five gone
4,hope feel better way soon
4,cool glad save tea
4,missing party house
0,hear much anti towards great plane air
0,waking wish could sleep
0,wish taken less last night
4,crazy ahead watch world come
4,first tweet sunshine
4,think special lady
0,stop bad week
0,coffee feeling wee bit
4,park anyone
4,last middle school
0,crazy awful
4,stand fill
4,saw happy
4,love hey
0,brother baseball game thought team
0,dear guess sleep lost dont find
0,fever
4,maybe wearing dress bought last
0,sorry ruined everything
0,want
4,
4,wait til boy
0,found girl twitter fan family name
4,turning see better mood son
0,without
4,twitter
0,idea seeing may though soon
4,looking looking mood crazy
0,want also really cool cool
4,help ate last
0,dutch line long
0,nothing
0,true wish right
0,son funeral
0,confused life ugh something feel right
4,morning lady yep coffee
0,read wat said last piss
0,headache
4,well
4,think head warm night
0,wish would eat breakfast leave work always hungry work
0,summer
0,really network moment
4,work give less find job even month
0,still give computer break
0,
0,really revise
4,hope fun mate
0,come see festival
0,lost
0,entire bike dad pretty much besides work weekend
0,let wont july
4,think would sure would appreciate
4,many gay run energy soon
4,cool yeah checked
0,class boring
4,love side
0,seem picture bed
4,
0,believe long holiday end month
0,sick
0,fight cry make fight cry make every single maybe realize much love twitter
4,tell excited finally august days
4,goes hard pink comes harry
4,make smile
4,bet
0,might try make link sorry able make
0,awesome around
0,watching play video well birthday tired enough sleep full
0,last weather
0,week really mood
0,working girl pretty outside
4,found twitter thought might interested
0,still button totally behind work
0,home
0,killer headache week
0,wish stop laying people becoming
4,joke swine flu
0,even spell
0,miss art
4,
4,great put tea
0,gosh trip
4,woke nap watch desperate delicious nap ever taken well
4,soon let
0,wow allergic milk
4,bye sleep
4,design
0,damn bad aint none bout put
0,talk latest right camera
0,early night
0,reading english test
0,cold making account
4,nice nice went shopping awhile ago
0,lot flash bug free yet
4,street
4,better late never finally found need try right click
4,love
4,feeling
0,since cant see
4,new album coming july wait come side
0,bed night trying college mess
4,thanks awesome work make life much easier next month
4,fantastic woman much twitter follow love
0,support see love support see anybody
4,blast last night fashion show free awesome dance party great night
4,went next season basic simple
0,
4,great share
4,yummy washing
4,looking weekend wait
0,hot
4,
0,need holiday days another month though
4,hey matt nice meet check
4,see code movie right read book maybe july
0,comes tonite trying wait till weekend still tho
0,jealous miss south
4,morning take school least spend
0,ugh look work sorry
4,restaurant city search start
0,company seen sent
0,miss school seeing
0,great song sad true story tom father blip
4,thats end long week want steak
0,see high art low art low art mean drinking
0,mood study sleeping nights
4,phone
4,watch bit
4,japan always want outside
4,worked little much home soon enjoy evening think trip target future
4,poor thing use normal everything alright
0,anyone least dance classes little nervous excited eating lunch
4,thanks
4,soon
0,ill head
0,missing puppy
4,dance post
0,summer mean see
4,work jump
0,feel think sick
0,wish would find way
0,
4,see reply someone following huh listening stuff
4,hate
4,thanks
0,came training could slept another hour
0,yesterday photo due weather
4,blood
4,listening free
0,trouble new profile pic
4,looking start best bet
4,much better susan still quite keep great performance anyway
4,tank little cousin weird headache giving least steak
0,thunder
0,great car
0,someone search
0,need talk tomorrow bad news
4,really enjoy
4,say
0,hope better totally feel cold fun kevin
4,try stop saying bad
0,fair
0,mike said cant done dead
0,whilst goes
4,put hair put face
0,right school session fun
0,work soon need ready cant wait see
0,
4,thanks love hehe
0,need grow make better need people almost
0,getting ready head work working alone
4,could type coming
0,science sat paper tomorrow fail badly
0,really really cant sleep
0,work cold
0,nobody talking
4,wow pretty damn hot
4,try take shower maybe wear first
0,half
4,way home
4,
0,watching australia toast mostly feel better
0,woke wishing asleep
0,used tell every summer
0,sad
0,sunshine mine
4,teaching morning house
0,told understand bad
4,great weekend safe
0,arms burnt
4,right
0,cold outside summer ever coming
4,new song remember night
4,cute love
0,standing red light
4,wish could see hey monday
0,really fun days camera sad
0,must ready history exam sure fail wish luck
0,actually enough sad finally kiss
4,hate
4,tried worked
0,jay leno show left tonight show
0,first love picture picture phone
0,always end losing
0,old phone lost half
4,gone beach birmingham
4,agreed sent mine grocery shopping
0,anyone blackberry sell mine went
0,yep bit comic last year everyone cried even john
4,everyone awesome sunshine
4,yep thanks
0,many thing
0,much work connect network morning
0,never sleep last night feeling horrible call work
4,add everyone train pay vip
0,lunch mother law bought
4,really helping look need also follow man
4,made
0,dad told police michael
0,waiting
0,shut meant friday
4,sugar
0,hate play love drunk live right listen
4,want watch little miss sunshine
0,bye bye black really wish drew worked
4,full wisdom
0,town short notice call drop gift week
4,babe make love even nice love
4,let new life offer saving
4,made mistake yesterday knew
0,nothing much geography
4,hello morning
4,new apartment ever
0,eating milk chocolate paper round
4,
0,
0,give
0,wish
0,want bed tired could
4,gross
0,dont cause small
4,exactly calling sweet
0,morning hopefully left could hospital weekend
4,bet anything lose thats win win situation tiny
0,new added tour bad
0,really coming stay summer hopefully longer sorry
4,bad better
4,welcome
0,end weekend well bring next friday
0,thanks last week holding week ground top team
4,home spending days
0,longer thursday thinking friday
4,used problem seeing everything wait camera system
4,always weird
0,really officially obviously doesnt feel way must something wrong
4,funny wait see fully
4,new update finally posted
0,thunder
0,really feeling need tell still way want
4,thinking wish would make already
4,excuse
0,tired crying
0,tomorrow holiday smart people took long weekend
4,always someone
0,twitter bit
4,ever think
4,wow five
4,album missing home made taken house
4,links
4,lot driving big fan caught different great
4,nice meet thanks follow
0,mine low
0,well keep posted shoot might make head way
0,tired sleep well last night everyone else house already nap
0,walk away car come price board car
4,love man fun follow interest tech
4,new tie cool
4,thanks yeah please
4,finally meet tomorrow
0,wrong baby love sweetheart
4,way town listening billy ray
4,holy answer ima
4,amazing
0,husband twitter drive team came home late havent able find new work
0,crying
4,could possible strange huh entire red
0,dont
4,bike piece cake
0,homework
4,waiting quick lunch break shift
0,saved life life yet still never met gotten reply love
0,think total freak tell twitter
0,work home lost twitter mobile
0,thing tear sit water bum sorry
0,getting really club code yes type
4,want walk think
0,damn wish still
4,thanks shout bad bag think could
4,add
0,
0,though friday
4,course wonderful night
4,hot outside
0,set alarm late run bad mind someone come make breakfast
4,always twitter twitter tired
4,love many especially first album
0,sleep either ill still make smile please reply love
4,cold though anyways hot
0,home revision hate history much
4,would love fact would visit least
0,cross cross tried ridiculous
0,babe miss
0,seen drop thinking turn
0,sitting garden thats home sun shining cold outside
0,added
4,study classes summer
4,eat everyday soon big enough fill done twittering text
0,sorry tell want please tell
4,
4,waiting
0,
4,
4,share mac cheese wit
4,lived would come canada every summer cereal candy
0,die little inside
4,computer longer shall post stuff soon able fun tomorrow
4,evening music
0,hope come something upset date feel
4,babe house
4,another monday press make sure check new radio show
0,school anyway home finally
0,surprise cool
0,wish really tired
0,throat
0,slow moving wednesday love hear cost
4,older brother something else
4,thanks awhile work keep fun
4,
0,really boss office maybe happy dance cheer everybody
4,trying figure plan
4,hey beat head clue men
4,life
4,thanks recommend
0,watching think dance also trying ice knee swollen
0,unfortunately north american tour virus looking show
0,guy tough guy
0,twitter
4,trust would best far promise
4,yet
4,wish could stay happy
4,welcome forget invite
4,library finally study guide area took two
4,yeah
4,hey best song movie
4,
4,big
4,well made first thing morning
0,spoken people
4,star trek tonight
4,quite little
4,love never knew many age play cool side
4,gone promise ill text
0,boat love miss
0,boring english
0,dont want win
0,need cook sore
0,really want wear love alas size
0,love need help
4,yeah new limit gig
4,
0,tired dance classes study
0,worst round life
4,waiting dinner take long
4,make much sense without
0,little man normal quick bug thank quickly hate seeing little guy
4,taken tomorrow
4,twitter twitter
0,please follow would follow trying follow
0,agree exact
4,wait see hot taylor jacob new moon trailer jacob ever
4,morning drinking mocha hope great sunday
0,leaving head great weekend
4,record miss spend cut
0,road sad leave national park
4,yep working sort style many round voice
0,andrew barely see dark rad
4,tomorrow
0,hope might say wearing wrong something
4,completely forgot thanks tonight crazy
4,hey honey let date
4,listening fall asleep bad morning turned night
4,really best tho
0,cousin made left another
4,ready chill watch game tonite
0,well damn fight ice man lost
4,love song cant wait tour amazing
4,thank love three hill desperate
4,
4,fun home relax
4,thanks following
4,rest
0,say never also dancing
4,great every morning start music
0,sort comes obvious america well everyone meet least three
4,library grocery store buy stuff
0,wouldnt either want last night moment right
4,summer say yes
0,yea sleep either
0,anyone stuff lost stuff last nights computer
0,times sad leave vote
0,finally finally totally tho gosh
4,definitely also
0,hair make look normal fun black girl hair water
0,hate life guess deserve stupid school
4,great hey check sometime
4,bad thanks quite turning
0,friend mine feel last
4,luck
4,hey absolutely entire twilight series robert gorgeous love
0,aint cinema
0,great cousin wedding yesterday normal stuff laundry lots
0,miss
4,watching
0,hit tennis
0,number long
0,found thanks sad
4,
0,else wrong walk due stupid visiting
4,school looking sexy fancy dress
4,looking forward park tomorrow night red game via radio
0,weekend seriously quick enough
4,want run happy
4,evil think darn forgot tell extra stuff later
0,confused giving
4,love grad grad
4,finally project well
0,keep bout difference trying connect phone twitter tweet gig wont work
0,sorry worst feeling work
0,bike fed
0,much friday night hung home fell asleep movie since
4,watching house run
0,headache
0,search story trailer come come june
4,crossed
0,supposed sleep three ago clearly still awake
4,morning
0,trying follow page click name access
0,kill first hehe
4,morning night
0,work however cell phone still thank
4,easy design cool sexy background image twitter want hot new sex
4,family
0,getting office work life
0,well til jealous
0,tired
4,thinking tomorrow
0,hungry food
4,take listen love profile picture
4,another see often unfortunately
4,swine flu
4,exactly reason
0,hit car sorry
0,say days try make
4,find funny dog confused never catch
0,winter forever hate damn cold weather still
4,horrible dream perfect starting fix mood
0,brother trying money see also work another
4,obviously thats listening listening
4,yea tell thanks see tomorrow
4,finished friend
4,guy people calling obviously taste
4,best sleep
4,
4,would working sun
4,finished well
0,
4,glad hear keep
0,come never talk
4,work
0,late sitting home delicious fish feeling hungry
0,miss old hair
4,
4,real reason better
4,bloody thing
0,hot hot hot
0,wish could gone live keep real love
4,serious hope
4,check enjoy
4,tired
0,wonder many times little
0,hospital think might ugh feel crying
0,said someone friend add bad
4,ago happy sadness gone
4,watching
4,thanks cos fine art
0,sad
4,turning well loving smell fresh house
0,american
4,thinking wait see
4,
0,taking cam home home tomorrow
4,net world beauty pretty testing new version
4,coming totally wait see perhaps maybe another shout
4,come mall
4,video cake baking listening whilst use
0,
4,thinking thing
4,happy mother mommy
0,tried
0,spanish
0,live would drive probably gone reach
0,ray
4,feel
0,
0,sad say bye new tomorrow love
4,suppose net could telling actual week
4,opening bet two
0,til tomorrow last
4,bet would
0,use twitter phone
0,sick want eat peace
4,tell spoken twitter fire right hope better love great night
4,doubt jonas anything
0,comes rain
4,see tomorrow buddy night
4,morning thanks music lovely afternoon night next
4,always shoot
0,little finger still broken full broke
4,great check list might use different order
0,school next tuesday
4,cool thanks
4,find place
0,
0,cant find black head
4,awesome hopefully lots rest plane
4,really people put together bit
4,nice outside
0,need sleep right
4,mac little movie plane tomorrow
4,hello
4,thanks awesome shout rock
0,report missing wednesday arrive last week
0,silly explain silly
4,dancing presentation watching
0,sad rob
0,much homework
0,cannot wait school tomorrow want summer start right
0,
0,watching drag hell right
4,although money job happy happy happy loving life right
0,pool middle heading home watch pray dont beat middle
4,pet
4,great weekend trying post links cool stuff last couple days
0,swimming tomorrow morning except neck thats white
0,morning people away breakfast sort must start
4,first twitter message let see
0,miss access code
4,want making much hear voice act
4,forget radio
4,well dont brother jealous also jealous demi
4,come check latest video thank birthday
4,hate school stuff want finish hopefully soon left hope
4,actually many draw
0,sat drive house west sun either
4,hey disaster
0,used teen message board scary used
0,look many
0,taste cake cake ice cream
4,enjoying moment
4,also happy coming later
4,thanks board brilliant news twitter site
4,office chance ill computer touch
0,slow run least almost miles
0,keep reading someone bring
0,still taking way long
0,still saying
0,
0,bus bus joke
0,currently drinking sore throat getting worse
0,sorry
4,night luck
4,work great weekend wishing office right
0,heart attack heart still turn put loading think broken
0,much boo
4,great article class act
4,hehe sleep night healthy hate sleeping
4,twittering much easier
4,finally tour flip flip
4,offer mine even sound
0,store nothing new old old
4,summer wear jeans bring look
4,chips
0,hell ring gone searching still cant find
4,pretty great cold funny
4,following text
4,wake early breakfast
0,list
4,sorry think wrong person
0,school really quite
0,yea
0,trying wrote ago find anywhere supposed
0,sleep cant help hehe
4,forget follow
0,morning sure upgrade need
0,another party
0,biggest headache right
4,amazing thought tell
4,looking
0,miss
0,night think made fun think friend wait lost
0,sorry hear car people try let
0,tonight
0,afraid
4,awesome great job hope
4,say thank much music book acting read please read
4,wait new moon night
0,
4,never better
0,reason feel die soon feel
4,work
4,watching goes
4,showing use think love
0,broken
0,homework
0,festival
0,yeah actually tried buy pete
0,leaving home feeling
4,
0,heart burn tonight getting old
0,player well
0,cold still cant find
0,broken
4,working much
0,want badly
0,jon aint
4,happy birthday hope great buddy
0,everyone still stuck
0,
0,wow better math test stayed stuck valley nothing sick sigh
4,airport waiting board great week
4,sadly word corn would nasty
0,rob make music enjoy dance blip
0,wish
4,fun love extra love love
4,thank
0,nice laughing people work
4,looking forward another church lazy afternoon old man road trip
0,english teacher coz mean sad
4,bed walk yes
4,think might trying remember blip
4,alive glad
4,yea dig
4,cause finally summer thats right
4,best
0,sigh
0,disappointed coming town weekend
0,last training sad
4,bed
4,work may drive thanks tho
0,many available canada
4,believe tonight excuse broken car
0,want best
0,date soon last saturday
0,think broken
0,twitter gold account home best
0,everything sunday beautiful except movie
0,quiet everyone
0,crap
4,chance work
0,nothing
0,sorry hear dog
4,music give twit
0,saying people sad even summer
0,use
4,tweet
4,need eat tea come party forgot
0,working
0,stay
0,per usual picture
4,plan trip hotel bathroom please
4,thanks
0,watching season finale finale yea red movie
0,ugh class
0,bit shame
4,bit via via awesome post
4,full head cut cheap hair friday
0,hate
0,hate work
4,guess hit last week made feel better
4,nice zone take care country people around cute language
0,funeral favorite jeans need
0,yeah probably hate
0,watching story beautiful
0,bill say creepy looking
4,meet couple days let try problem
4,bye speak soon take care
4,revision last week week ahead week
0,service come
0,went visit spent whole summer getting track last long left
0,sorry hope feel better
4,better maybe would heaven
